GenomeID	Length	Accession	TaxaID	superkingdom	phylum	class	order	family	genus	species
VIRL_NC_004182.1_Colorado_tick	3909	NC_004182.1	46839	Viruses	<not present>	<not present>	<not present>	Reoviridae	Coltivirus	Colorado tick fever virus
VIRL_NC_004183.1_Colorado_tick	3586	NC_004183.1	46839	Viruses	<not present>	<not present>	<not present>	Reoviridae	Coltivirus	Colorado tick fever virus
VIRL_NC_004184.1_Colorado_tick	3157	NC_004184.1	46839	Viruses	<not present>	<not present>	<not present>	Reoviridae	Coltivirus	Colorado tick fever virus
VIRL_NC_004185.1_Colorado_tick	2432	NC_004185.1	46839	Viruses	<not present>	<not present>	<not present>	Reoviridae	Coltivirus	Colorado tick fever virus
VIRL_NC_004186.1_Colorado_tick	2141	NC_004186.1	46839	Viruses	<not present>	<not present>	<not present>	Reoviridae	Coltivirus	Colorado tick fever virus
VIRL_NC_004187.1_Colorado_tick	2133	NC_004187.1	46839	Viruses	<not present>	<not present>	<not present>	Reoviridae	Coltivirus	Colorado tick fever virus
VIRL_NC_004188.1_Colorado_tick	2029	NC_004188.1	46839	Viruses	<not present>	<not present>	<not present>	Reoviridae	Coltivirus	Colorado tick fever virus
VIRL_NC_004189.1_Colorado_tick	1880	NC_004189.1	46839	Viruses	<not present>	<not present>	<not present>	Reoviridae	Coltivirus	Colorado tick fever virus
VIRL_NC_004190.1_Colorado_tick	675	NC_004190.1	46839	Viruses	<not present>	<not present>	<not present>	Reoviridae	Coltivirus	Colorado tick fever virus
VIRL_NC_004191.1_Colorado_tick	998	NC_004191.1	46839	Viruses	<not present>	<not present>	<not present>	Reoviridae	Coltivirus	Colorado tick fever virus
VIRL_NC_004192.1_Pepper_leaf	2753	NC_004192.1	223305	Viruses	<not present>	<not present>	<not present>	Geminiviridae	Begomovirus	Pepper leaf curl Bangladesh virus
VIRL_NC_004194.1_Equinus_papillomavirus,	7613	NC_004194.1	333919	Viruses	<not present>	<not present>	<not present>	Papillomaviridae	Zetapapillomavirus	Zetapapillomavirus 1
VIRL_NC_004195.1_Bovine_papillomavirus	7841	NC_004195.1	40537	Viruses	<not present>	<not present>	<not present>	Papillomaviridae	Epsilonpapillomavirus	Epsilonpapillomavirus 1
VIRL_NC_004197.1_Bovine_papillomavirus	7276	NC_004197.1	10561	Viruses	<not present>	<not present>	<not present>	Papillomaviridae	Xipapillomavirus	Xipapillomavirus 1
VIRL_NC_004198.1_Banna_virus	862	NC_004198.1	649604	Viruses	<not present>	<not present>	<not present>	Reoviridae	Seadornavirus	Banna virus
VIRL_NC_004199.1_Kadipiro_virus	756	NC_004199.1	104580	Viruses	<not present>	<not present>	<not present>	Reoviridae	Seadornavirus	Kadipiro virus
VIRL_NC_004200.1_Banna_virus	867	NC_004200.1	649604	Viruses	<not present>	<not present>	<not present>	Reoviridae	Seadornavirus	Banna virus
VIRL_NC_004201.1_Banna_virus	977	NC_004201.1	649604	Viruses	<not present>	<not present>	<not present>	Reoviridae	Seadornavirus	Banna virus
VIRL_NC_004202.1_Banna_virus	1101	NC_004202.1	649604	Viruses	<not present>	<not present>	<not present>	Reoviridae	Seadornavirus	Banna virus
VIRL_NC_004203.1_Banna_virus	1119	NC_004203.1	649604	Viruses	<not present>	<not present>	<not present>	Reoviridae	Seadornavirus	Banna virus
VIRL_NC_004204.1_Banna_virus	1136	NC_004204.1	649604	Viruses	<not present>	<not present>	<not present>	Reoviridae	Seadornavirus	Banna virus
VIRL_NC_004205.1_Kadipiro_virus	894	NC_004205.1	104580	Viruses	<not present>	<not present>	<not present>	Reoviridae	Seadornavirus	Kadipiro virus
VIRL_NC_004206.1_Kadipiro_virus	946	NC_004206.1	104580	Viruses	<not present>	<not present>	<not present>	Reoviridae	Seadornavirus	Kadipiro virus
VIRL_NC_004207.1_Kadipiro_virus	1054	NC_004207.1	104580	Viruses	<not present>	<not present>	<not present>	Reoviridae	Seadornavirus	Kadipiro virus
VIRL_NC_004208.1_Kadipiro_virus	1114	NC_004208.1	104580	Viruses	<not present>	<not present>	<not present>	Reoviridae	Seadornavirus	Kadipiro virus
VIRL_NC_004209.1_Kadipiro_virus	1259	NC_004209.1	104580	Viruses	<not present>	<not present>	<not present>	Reoviridae	Seadornavirus	Kadipiro virus
VIRL_NC_004210.1_Kadipiro_virus	3774	NC_004210.1	104580	Viruses	<not present>	<not present>	<not present>	Reoviridae	Seadornavirus	Kadipiro virus
VIRL_NC_004211.1_Banna_virus	3747	NC_004211.1	649604	Viruses	<not present>	<not present>	<not present>	Reoviridae	Seadornavirus	Banna virus
VIRL_NC_004212.1_Kadipiro_virus	3035	NC_004212.1	104580	Viruses	<not present>	<not present>	<not present>	Reoviridae	Seadornavirus	Kadipiro virus
VIRL_NC_004213.1_Kadipiro_virus	2415	NC_004213.1	104580	Viruses	<not present>	<not present>	<not present>	Reoviridae	Seadornavirus	Kadipiro virus
VIRL_NC_004214.1_Kadipiro_virus	2121	NC_004214.1	104580	Viruses	<not present>	<not present>	<not present>	Reoviridae	Seadornavirus	Kadipiro virus
VIRL_NC_004215.1_Kadipiro_virus	1947	NC_004215.1	104580	Viruses	<not present>	<not present>	<not present>	Reoviridae	Seadornavirus	Kadipiro virus
VIRL_NC_004216.1_Kadipiro_virus	1670	NC_004216.1	104580	Viruses	<not present>	<not present>	<not present>	Reoviridae	Seadornavirus	Kadipiro virus
VIRL_NC_004217.1_Banna_virus	3048	NC_004217.1	649604	Viruses	<not present>	<not present>	<not present>	Reoviridae	Seadornavirus	Banna virus
VIRL_NC_004218.1_Banna_virus	2400	NC_004218.1	649604	Viruses	<not present>	<not present>	<not present>	Reoviridae	Seadornavirus	Banna virus
VIRL_NC_004219.1_Banna_virus	2038	NC_004219.1	649604	Viruses	<not present>	<not present>	<not present>	Reoviridae	Seadornavirus	Banna virus
VIRL_NC_004220.1_Banna_virus	1716	NC_004220.1	649604	Viruses	<not present>	<not present>	<not present>	Reoviridae	Seadornavirus	Banna virus
VIRL_NC_004221.1_Banna_virus	1671	NC_004221.1	649604	Viruses	<not present>	<not present>	<not present>	Reoviridae	Seadornavirus	Banna virus
VIRL_NC_004254.1_Mammalian_orthoreovirus	2297	NC_004254.1	538121	Viruses	<not present>	<not present>	<not present>	Reoviridae	Orthoreovirus	Mammalian orthoreovirus
VIRL_NC_004255.1_Mammalian_orthoreovirus	3901	NC_004255.1	538120	Viruses	<not present>	<not present>	<not present>	Reoviridae	Orthoreovirus	Mammalian orthoreovirus
VIRL_NC_004256.1_Mammalian_orthoreovirus	3901	NC_004256.1	538121	Viruses	<not present>	<not present>	<not present>	Reoviridae	Orthoreovirus	Mammalian orthoreovirus
VIRL_NC_004257.1_Mammalian_orthoreovirus	2241	NC_004257.1	538120	Viruses	<not present>	<not present>	<not present>	Reoviridae	Orthoreovirus	Mammalian orthoreovirus
VIRL_NC_004258.1_Mammalian_orthoreovirus	2240	NC_004258.1	538121	Viruses	<not present>	<not present>	<not present>	Reoviridae	Orthoreovirus	Mammalian orthoreovirus
VIRL_NC_004259.1_Mammalian_orthoreovirus	3915	NC_004259.1	538120	Viruses	<not present>	<not present>	<not present>	Reoviridae	Orthoreovirus	Mammalian orthoreovirus
VIRL_NC_004260.1_Mammalian_orthoreovirus	3912	NC_004260.1	538121	Viruses	<not present>	<not present>	<not present>	Reoviridae	Orthoreovirus	Mammalian orthoreovirus
VIRL_NC_004261.1_Mammalian_orthoreovirus	2304	NC_004261.1	538120	Viruses	<not present>	<not present>	<not present>	Reoviridae	Orthoreovirus	Mammalian orthoreovirus
VIRL_NC_004262.1_Mammalian_orthoreovirus	2203	NC_004262.1	538120	Viruses	<not present>	<not present>	<not present>	Reoviridae	Orthoreovirus	Mammalian orthoreovirus
VIRL_NC_004263.1_Mammalian_orthoreovirus	1331	NC_004263.1	538121	Viruses	<not present>	<not present>	<not present>	Reoviridae	Orthoreovirus	Mammalian orthoreovirus
VIRL_NC_004264.1_Mammalian_orthoreovirus	1442	NC_004264.1	538121	Viruses	<not present>	<not present>	<not present>	Reoviridae	Orthoreovirus	Mammalian orthoreovirus
VIRL_NC_004265.1_Mammalian_orthoreovirus	1196	NC_004265.1	538120	Viruses	<not present>	<not present>	<not present>	Reoviridae	Orthoreovirus	Mammalian orthoreovirus
VIRL_NC_004266.1_Mammalian_orthoreovirus	1198	NC_004266.1	538120	Viruses	<not present>	<not present>	<not present>	Reoviridae	Orthoreovirus	Mammalian orthoreovirus
VIRL_NC_004267.1_Mammalian_orthoreovirus	1462	NC_004267.1	538120	Viruses	<not present>	<not present>	<not present>	Reoviridae	Orthoreovirus	Mammalian orthoreovirus
VIRL_NC_004268.1_Mammalian_orthoreovirus	1331	NC_004268.1	538120	Viruses	<not present>	<not present>	<not present>	Reoviridae	Orthoreovirus	Mammalian orthoreovirus
VIRL_NC_004269.1_Mammalian_orthoreovirus	1198	NC_004269.1	538121	Viruses	<not present>	<not present>	<not present>	Reoviridae	Orthoreovirus	Mammalian orthoreovirus
VIRL_NC_004270.1_Mammalian_orthoreovirus	2203	NC_004270.1	538121	Viruses	<not present>	<not present>	<not present>	Reoviridae	Orthoreovirus	Mammalian orthoreovirus
VIRL_NC_004271.2_Mammalian_orthoreovirus	3854	NC_004271.2	538120	Viruses	<not present>	<not present>	<not present>	Reoviridae	Orthoreovirus	Mammalian orthoreovirus
VIRL_NC_004272.1_Mammalian_orthoreovirus	3854	NC_004272.1	538121	Viruses	<not present>	<not present>	<not present>	Reoviridae	Orthoreovirus	Mammalian orthoreovirus
VIRL_NC_004273.1_Mammalian_orthoreovirus	1196	NC_004273.1	538121	Viruses	<not present>	<not present>	<not present>	Reoviridae	Orthoreovirus	Mammalian orthoreovirus
VIRL_NC_004274.1_Mammalian_orthoreovirus	3901	NC_004274.1	538123	Viruses	<not present>	<not present>	<not present>	Reoviridae	Orthoreovirus	Mammalian orthoreovirus
VIRL_NC_004275.1_Mammalian_orthoreovirus	3916	NC_004275.1	538123	Viruses	<not present>	<not present>	<not present>	Reoviridae	Orthoreovirus	Mammalian orthoreovirus
VIRL_NC_004276.1_Mammalian_orthoreovirus	1196	NC_004276.1	538123	Viruses	<not present>	<not present>	<not present>	Reoviridae	Orthoreovirus	Mammalian orthoreovirus
VIRL_NC_004277.1_Mammalian_orthoreovirus	1416	NC_004277.1	538123	Viruses	<not present>	<not present>	<not present>	Reoviridae	Orthoreovirus	Mammalian orthoreovirus
VIRL_NC_004278.1_Mammalian_orthoreovirus	2207	NC_004278.1	538123	Viruses	<not present>	<not present>	<not present>	Reoviridae	Orthoreovirus	Mammalian orthoreovirus
VIRL_NC_004279.1_Mammalian_orthoreovirus	1331	NC_004279.1	538123	Viruses	<not present>	<not present>	<not present>	Reoviridae	Orthoreovirus	Mammalian orthoreovirus
VIRL_NC_004280.1_Mammalian_orthoreovirus	2304	NC_004280.1	538123	Viruses	<not present>	<not present>	<not present>	Reoviridae	Orthoreovirus	Mammalian orthoreovirus
VIRL_NC_004281.1_Mammalian_orthoreovirus	2235	NC_004281.1	538123	Viruses	<not present>	<not present>	<not present>	Reoviridae	Orthoreovirus	Mammalian orthoreovirus
VIRL_NC_004282.4_Mammalian_orthoreovirus	3860	NC_004282.4	538123	Viruses	<not present>	<not present>	<not present>	Reoviridae	Orthoreovirus	Mammalian orthoreovirus
VIRL_NC_004283.1_Mammalian_orthoreovirus	1198	NC_004283.1	538123	Viruses	<not present>	<not present>	<not present>	Reoviridae	Orthoreovirus	Mammalian orthoreovirus
VIRL_NC_004284.1_Junonia_coenia	5908	NC_004284.1	12524	Viruses	<not present>	<not present>	<not present>	Parvoviridae	Ambidensovirus	Lepidopteran ambidensovirus 1
VIRL_NC_004285.1_Aedes_albopictus	4176	NC_004285.1	1513199	Viruses	<not present>	<not present>	<not present>	Parvoviridae	Brevidensovirus	Dipteran brevidensovirus 2
VIRL_NC_004286.1_Galleria_mellonella	6039	NC_004286.1	37138	Viruses	<not present>	<not present>	<not present>	Parvoviridae	Ambidensovirus	Lepidopteran ambidensovirus 1
VIRL_NC_004287.1_Bombyx_mori	5078	NC_004287.1	125788	Viruses	<not present>	<not present>	<not present>	Parvoviridae	Iteradensovirus	Lepidopteran iteradensovirus 1
VIRL_NC_004288.1_Casphalia_extranea	5002	NC_004288.1	180586	Viruses	<not present>	<not present>	<not present>	Parvoviridae	Iteradensovirus	Lepidopteran iteradensovirus 2
VIRL_NC_004289.1_Planococcus_citri	5380	NC_004289.1	159153	Viruses	<not present>	<not present>	<not present>	Parvoviridae	Ambidensovirus	Hemipteran ambidensovirus 1
VIRL_NC_004290.1_Acheta_domesticus	5234	NC_004290.1	185639	Viruses	<not present>	<not present>	<not present>	Parvoviridae	Ambidensovirus	Orthopteran ambidensovirus 1
VIRL_NC_004291.1_Lymphocytic_choriomeningitis	6680	NC_004291.1	11623	Viruses	Negarnaviricota	Ellioviricetes	Bunyavirales	Arenaviridae	Mammarenavirus	Lymphocytic choriomeningitis mammarenavirus
VIRL_NC_004292.1_Tacaribe_virus	7102	NC_004292.1	11631	Viruses	Negarnaviricota	Ellioviricetes	Bunyavirales	Arenaviridae	Mammarenavirus	Tacaribe mammarenavirus
VIRL_NC_004293.1_Tacaribe_virus	3432	NC_004293.1	11631	Viruses	Negarnaviricota	Ellioviricetes	Bunyavirales	Arenaviridae	Mammarenavirus	Tacaribe mammarenavirus
VIRL_NC_004294.1_Lymphocytic_choriomeningitis	3376	NC_004294.1	11623	Viruses	Negarnaviricota	Ellioviricetes	Bunyavirales	Arenaviridae	Mammarenavirus	Lymphocytic choriomeningitis mammarenavirus
VIRL_NC_004295.1_Human_erythrovirus	5028	NC_004295.1	72197	Viruses	<not present>	<not present>	<not present>	Parvoviridae	Erythroparvovirus	Human erythrovirus V9
VIRL_NC_004296.1_Lassa_virus	3402	NC_004296.1	11620	Viruses	Negarnaviricota	Ellioviricetes	Bunyavirales	Arenaviridae	Mammarenavirus	Lassa mammarenavirus
VIRL_NC_004297.1_Lassa_virus	7279	NC_004297.1	11620	Viruses	Negarnaviricota	Ellioviricetes	Bunyavirales	Arenaviridae	Mammarenavirus	Lassa mammarenavirus
VIRL_NC_004300.1_Croton_yellow	2757	NC_004300.1	207697	Viruses	<not present>	<not present>	<not present>	Geminiviridae	Begomovirus	Croton yellow vein mosaic virus
VIRL_NC_004301.1_Enterobacteria_phage	4276	NC_004301.1	12027	Viruses	<not present>	<not present>	<not present>	Leviviridae	Allolevivirus	Escherichia virus FI
VIRL_NC_004302.1_Lactococcus_phage	33350	NC_004302.1	43685	Viruses	<not present>	<not present>	Caudovirales	Siphoviridae	<not present>	Lactococcus phage r1t
VIRL_NC_004303.1_Streptococcus_phage	43075	NC_004303.1	85154	Viruses	<not present>	<not present>	Caudovirales	Siphoviridae	Brussowvirus	Streptococcus virus O1205
VIRL_NC_004305.1_Lactobacillus_phage	42259	NC_004305.1	52979	Viruses	<not present>	<not present>	Caudovirales	Siphoviridae	<not present>	Lactobacillus phage phig1e
VIRL_NC_004306.1_Vibrio_phage	6340	NC_004306.1	70203	Viruses	<not present>	<not present>	<not present>	Inoviridae	Fibrovirus	Vibrio virus fs1
VIRL_NC_004313.1_Salmonella_phage	40149	NC_004313.1	175950	Viruses	<not present>	<not present>	Caudovirales	Myoviridae	<not present>	Salmonella phage ST64B
VIRL_NC_004322.1_Tulip_virus	6056	NC_004322.1	167132	Viruses	<not present>	<not present>	Tymovirales	Alphaflexiviridae	Potexvirus	Tulip virus X
VIRL_NC_004323.1_Rachiplusia_ou	131526	NC_004323.1	80366	Viruses	<not present>	<not present>	<not present>	Baculoviridae	Alphabaculovirus	Autographa californica multiple nucleopolyhedrovirus
VIRL_NC_004324.3_Cestrum_yellow	8253	NC_004324.3	175814	Viruses	<not present>	<not present>	Ortervirales	Caulimoviridae	Soymovirus	Cestrum yellow leaf curling virus
VIRL_NC_004333.2_Burkholderia_phage	48247	NC_004333.2	209052	Viruses	<not present>	<not present>	Caudovirales	Myoviridae	Vidavervirus	Burkholderia virus Bcep781
VIRL_NC_004346.1_Subterranean_clover	4258	NC_004346.1	12472	Viruses	<not present>	<not present>	<not present>	Solemoviridae	Sobemovirus	Subterranean clover mottle virus
VIRL_NC_004348.1_Enterobacteria_phage	40679	NC_004348.1	173443	Viruses	<not present>	<not present>	Caudovirales	Podoviridae	Lederbergvirus	Salmonella virus ST64T
VIRL_NC_004355.1_Alkhurma_virus,	10685	NC_004355.1	172148	Viruses	<not present>	<not present>	<not present>	Flaviviridae	Flavivirus	Kyasanur Forest disease virus
VIRL_NC_004356.1_Tobacco_leaf	2750	NC_004356.1	211866	Viruses	<not present>	<not present>	<not present>	Geminiviridae	Begomovirus	Tobacco leaf curl Yunnan virus
VIRL_NC_004362.1_Prunus_necrotic	3332	NC_004362.1	37733	Viruses	<not present>	<not present>	<not present>	Bromoviridae	Ilarvirus	Prunus necrotic ringspot virus
VIRL_NC_004363.1_Prunus_necrotic	2591	NC_004363.1	37733	Viruses	<not present>	<not present>	<not present>	Bromoviridae	Ilarvirus	Prunus necrotic ringspot virus
VIRL_NC_004364.1_Prunus_necrotic	1957	NC_004364.1	37733	Viruses	<not present>	<not present>	<not present>	Bromoviridae	Ilarvirus	Prunus necrotic ringspot virus
VIRL_NC_004365.1_Aphid_lethal	9812	NC_004365.1	209529	Viruses	<not present>	<not present>	Picornavirales	Dicistroviridae	Cripavirus	Aphid lethal paralysis virus
VIRL_NC_004366.1_Tobacco_bushy	4152	NC_004366.1	184020	Viruses	<not present>	<not present>	<not present>	Tombusviridae	Umbravirus	Tobacco bushy top virus
VIRL_NC_004367.1_Callitrichine_herpesvirus	149696	NC_004367.1	106331	Viruses	<not present>	<not present>	Herpesvirales	Herpesviridae	Lymphocryptovirus	Callitrichine gammaherpesvirus 3
VIRL_NC_004421.1_Bovine_kobuvirus,	8374	NC_004421.1	194965	Viruses	<not present>	<not present>	Picornavirales	Picornaviridae	Kobuvirus	Aichivirus B
VIRL_NC_004422.1_Youcai_mosaic	6303	NC_004422.1	228578	Viruses	<not present>	<not present>	<not present>	Virgaviridae	Tobamovirus	Youcai mosaic virus
VIRL_NC_004423.1_Broad_bean	5600	NC_004423.1	79918	Viruses	<not present>	<not present>	<not present>	Virgaviridae	Pomovirus	Broad bean necrosis virus
VIRL_NC_004424.1_Broad_bean	2831	NC_004424.1	79918	Viruses	<not present>	<not present>	<not present>	Virgaviridae	Pomovirus	Broad bean necrosis virus
VIRL_NC_004425.1_Broad_bean	2417	NC_004425.1	79918	Viruses	<not present>	<not present>	<not present>	Virgaviridae	Pomovirus	Broad bean necrosis virus
VIRL_NC_004426.1_Wild_potato	9878	NC_004426.1	187977	Viruses	<not present>	<not present>	<not present>	Potyviridae	Potyvirus	Wild potato mosaic virus
VIRL_NC_004439.1_Tomato_black	7358	NC_004439.1	12275	Viruses	<not present>	<not present>	Picornavirales	Secoviridae	Nepovirus	Tomato black ring virus
VIRL_NC_004440.1_Tomato_black	4633	NC_004440.1	12275	Viruses	<not present>	<not present>	Picornavirales	Secoviridae	Nepovirus	Tomato black ring virus
VIRL_NC_004441.1_Porcine_enterovirus	7388	NC_004441.1	64141	Viruses	<not present>	<not present>	Picornavirales	Picornaviridae	Enterovirus	Enterovirus G
VIRL_NC_004442.1_Canine_minute	5097	NC_004442.1	329639	Viruses	<not present>	<not present>	<not present>	Parvoviridae	Bocaparvovirus	Carnivore bocaparvovirus 1
VIRL_NC_004450.1_Taro_bacilliform	7458	NC_004450.1	178354	Viruses	<not present>	<not present>	Ortervirales	Caulimoviridae	Badnavirus	Taro bacilliform virus
VIRL_NC_004451.1_Simian_picornavirus	8126	NC_004451.1	1002918	Viruses	<not present>	<not present>	Picornavirales	Picornaviridae	Sapelovirus	Sapelovirus B
VIRL_NC_004452.3_Beet_black	3644	NC_004452.3	196375	Viruses	<not present>	<not present>	<not present>	Tombusviridae	Betanecrovirus	Beet black scorch virus
VIRL_NC_004453.1_Tree_shrew	33501	NC_004453.1	242710	Viruses	<not present>	<not present>	<not present>	Adenoviridae	Mastadenovirus	Tree shrew mastadenovirus A
VIRL_NC_004455.1_Simian_immunodeficiency	9518	NC_004455.1	159122	Viruses	<not present>	<not present>	Ortervirales	Retroviridae	Lentivirus	Simian immunodeficiency virus
VIRL_NC_004456.1_Vibrio_phage	43198	NC_004456.1	207597	Viruses	<not present>	<not present>	Caudovirales	Myoviridae	Vhmlvirus	Vibrio virus VHML
VIRL_NC_004462.2_Thermus_phage	19604	NC_004462.2	1714273	Viruses	<not present>	<not present>	<not present>	Sphaerolipoviridae	Gammasphaerolipovirus	Thermus virus IN93
VIRL_NC_004466.2_Pseudomonas_phage	45503	NC_004466.2	188350	Viruses	<not present>	<not present>	Caudovirales	Podoviridae	Bruynoghevirus	Pseudomonas virus PaP3
VIRL_NC_004500.1_Human_papillomavirus	7461	NC_004500.1	211787	Viruses	<not present>	<not present>	<not present>	Papillomaviridae	Betapapillomavirus	Betapapillomavirus 4
VIRL_NC_004515.1_Eupatorium_yellow	1356	NC_004515.1	221054	Viruses	<not present>	<not present>	<not present>	Tolecusatellitidae	Betasatellite	Eupatorium yellow vein betasatellite
VIRL_NC_004540.1_Kalanchoe_top-spotting	7591	NC_004540.1	218387	Viruses	<not present>	<not present>	Ortervirales	Caulimoviridae	Badnavirus	Kalanchoe top-spotting virus
VIRL_NC_004541.1_Walrus_calicivirus,	8289	NC_004541.1	146073	Viruses	<not present>	<not present>	<not present>	Caliciviridae	Vesivirus	Vesicular exanthema of swine virus
VIRL_NC_004542.1_Canine_calicivirus,	8513	NC_004542.1	1176484	Viruses	<not present>	<not present>	<not present>	Caliciviridae	Vesivirus	Canine vesivirus
VIRL_NC_004544.1_Tomato_yellow	1339	NC_004544.1	278069	Viruses	<not present>	<not present>	<not present>	Tolecusatellitidae	Betasatellite	Tomato leaf curl China betasatellite
VIRL_NC_004546.1_Tobacco_curly	1354	NC_004546.1	219596	Viruses	<not present>	<not present>	<not present>	Tolecusatellitidae	Betasatellite	Tobacco curly shoot betasatellite
VIRL_NC_004553.1_Turnip_rosette	4037	NC_004553.1	218923	Viruses	<not present>	<not present>	<not present>	Solemoviridae	Sobemovirus	Turnip rosette virus
VIRL_NC_004558.1_Tomato_leaf	2757	NC_004558.1	219299	Viruses	<not present>	<not present>	<not present>	Geminiviridae	Begomovirus	Tomato leaf curl Gujarat virus
VIRL_NC_004559.1_Tomato_leaf	2688	NC_004559.1	219299	Viruses	<not present>	<not present>	<not present>	Geminiviridae	Begomovirus	Tomato leaf curl Gujarat virus
VIRL_NC_004560.1_Oyster_mushroom	5784	NC_004560.1	218667	Viruses	<not present>	<not present>	<not present>	<not present>	<not present>	Oyster mushroom spherical virus
VIRL_NC_004569.1_Tomato_yellow	2782	NC_004569.1	219744	Viruses	<not present>	<not present>	<not present>	Geminiviridae	Begomovirus	Tomato yellow leaf curl Malaga virus
VIRL_NC_004573.1_Peru_tomato	9899	NC_004573.1	187978	Viruses	<not present>	<not present>	<not present>	Potyviridae	Potyvirus	Peru tomato mosaic virus
VIRL_NC_004579.1_Mink_astrovirus,	6610	NC_004579.1	1239574	Viruses	<not present>	<not present>	<not present>	Astroviridae	Mamastrovirus	Mamastrovirus 10
VIRL_NC_004580.1_Cotton_leaf	2630	NC_004580.1	77647	Viruses	<not present>	<not present>	<not present>	Geminiviridae	Begomovirus	Cotton leaf crumple virus
VIRL_NC_004581.1_Cotton_leaf	2550	NC_004581.1	77647	Viruses	<not present>	<not present>	<not present>	Geminiviridae	Begomovirus	Cotton leaf crumple virus
VIRL_NC_004582.1_Cotton_leaf	2744	NC_004582.1	222456	Viruses	<not present>	<not present>	<not present>	Geminiviridae	Begomovirus	Cotton leaf curl Alabad virus
VIRL_NC_004583.1_Cotton_leaf	2748	NC_004583.1	222464	Viruses	<not present>	<not present>	<not present>	Geminiviridae	Begomovirus	Cotton leaf curl Kokhran virus
VIRL_NC_004584.1_Streptococcus_prophage	39538	NC_004584.1	198538	Viruses	<not present>	<not present>	Caudovirales	Siphoviridae	<not present>	Streptococcus phage 315.1
VIRL_NC_004585.1_Streptococcus_prophage	41072	NC_004585.1	198539	Viruses	<not present>	<not present>	Caudovirales	Siphoviridae	<not present>	Streptococcus phage 315.2
VIRL_NC_004586.1_Streptococcus_pyogenes	34419	NC_004586.1	198540	Viruses	<not present>	<not present>	Caudovirales	Siphoviridae	<not present>	Streptococcus phage 315.3
VIRL_NC_004587.1_Streptococcus_prophage	41796	NC_004587.1	198541	Viruses	<not present>	<not present>	Caudovirales	Siphoviridae	<not present>	Streptococcus phage 315.4
VIRL_NC_004588.1_Streptococcus_prophage	38206	NC_004588.1	198542	Viruses	<not present>	<not present>	Caudovirales	<not present>	<not present>	Streptococcus phage 315.5
VIRL_NC_004589.1_Streptococcus_prophage	40014	NC_004589.1	198543	Viruses	<not present>	<not present>	Caudovirales	Siphoviridae	<not present>	Streptococcus phage 315.6
VIRL_NC_004607.1_Cotton_leaf	2751	NC_004607.1	223252	Viruses	<not present>	<not present>	<not present>	Geminiviridae	Begomovirus	Cotton leaf curl Multan virus
VIRL_NC_004608.1_Mungbean_yellow	2745	NC_004608.1	223287	Viruses	<not present>	<not present>	<not present>	Geminiviridae	Begomovirus	Mungbean yellow mosaic India virus
VIRL_NC_004609.1_Mungbean_yellow	2616	NC_004609.1	223287	Viruses	<not present>	<not present>	<not present>	Geminiviridae	Begomovirus	Mungbean yellow mosaic India virus
VIRL_NC_004611.1_Tomato_leaf	2739	NC_004611.1	223347	Viruses	<not present>	<not present>	<not present>	Geminiviridae	Begomovirus	Tomato leaf curl New Delhi virus
VIRL_NC_004612.1_Tomato_leaf	2696	NC_004612.1	223347	Viruses	<not present>	<not present>	<not present>	Geminiviridae	Begomovirus	Tomato leaf curl New Delhi virus
VIRL_NC_004613.1_Tomato_leaf	2748	NC_004613.1	223345	Viruses	<not present>	<not present>	<not present>	Geminiviridae	Begomovirus	Tomato leaf curl Laos virus
VIRL_NC_004614.1_Tomato_leaf	2761	NC_004614.1	223344	Viruses	<not present>	<not present>	<not present>	Geminiviridae	Begomovirus	Tomato leaf curl Bangladesh virus
VIRL_NC_004615.1_Staphylococcus_phage	43604	NC_004615.1	12360	Viruses	<not present>	<not present>	Caudovirales	Siphoviridae	Phietavirus	Staphylococcus virus 11
VIRL_NC_004616.1_Staphylococcus_prophage	44970	NC_004616.1	186152	Viruses	<not present>	<not present>	Caudovirales	Siphoviridae	Triavirus	Staphylococcus virus phi12
VIRL_NC_004617.1_Staphylococcus_prophage	42722	NC_004617.1	186153	Viruses	<not present>	<not present>	Caudovirales	Siphoviridae	Biseptimavirus	Staphylococcus virus 13
VIRL_NC_004618.1_Chayote_yellow	2787	NC_004618.1	222450	Viruses	<not present>	<not present>	<not present>	Geminiviridae	Begomovirus	Chayote yellow mosaic virus
VIRL_NC_004625.1_East_African	2802	NC_004625.1	223262	Viruses	<not present>	<not present>	<not present>	Geminiviridae	Begomovirus	East African cassava mosaic Cameroon virus
VIRL_NC_004626.1_Ageratum_yellow	2741	NC_004626.1	44560	Viruses	<not present>	<not present>	<not present>	Geminiviridae	Begomovirus	Ageratum yellow vein virus
VIRL_NC_004627.1_Ageratum_yellow	2734	NC_004627.1	222441	Viruses	<not present>	<not present>	<not present>	Geminiviridae	Begomovirus	Ageratum yellow vein Taiwan virus
VIRL_NC_004628.1_Chilli_leaf	2754	NC_004628.1	172278	Viruses	<not present>	<not present>	<not present>	Geminiviridae	Begomovirus	Chilli leaf curl virus
VIRL_NC_004629.1_Pseudomonas_phage	280334	NC_004629.1	169683	Viruses	<not present>	<not present>	Caudovirales	Myoviridae	Phikzvirus	Pseudomonas virus phiKZ
